author,quote
Satoru Iwata,The key here is not what you are playing but how you will be playing. Revolution will also create entirely new genres to expand the definition of video games.
Satoru Iwata,This is an extremely exciting innovation -- one that will thrill current players and entice new ones.
Satoru Iwata,"No one else can match the environment we're creating for expanding the game experience to everyone. Our path is not linear, but dynamic."
Satoru Iwata,"This new approach is like stepping onto an unexplored continent for the first time, with all the potential for discovery that suggests. No one else can match the environment we're creating for expanding the game experience to everyone. Our path is not linear, but dynamic."
Satoru Iwata,"Small developers can compete on creativity not on scale or staff size.... Nintendo is willing to help bring these ideas to life,"
Satoru Iwata,"The development of this game came from our belief that people wanted something new. In this case, the game took the form of a treadmill for the mind."
Satoru Iwata,I really don't think that there's going to be a lot of acceptance by current customers of the $60 price tag.
Haz Iwendi,He's in the custody of security agencies in Borno.
Haz Iwendi,We are on red alert. All state commissioners of police are under instructions to monitor developments and prevent any violence.
Haz Iwendi,"The police moved in, shot at the (kidnappers') vehicle. They killed the driver of the vehicle but the kidnappers dropped the dead body and went away."
Haz Iwendi,They will be charged with misconduct and dereliction of duty.
Haz Iwendi,The army is assisting the police and a curfew has been imposed.
Eddie Izzard,"We have archeology on television, and I quite like it; itâ€™s a sort of detective thing, but itâ€™s really true, you know itâ€™s thereâ€¦ But itâ€™s kind of slow on telly, it has this problem of, â€œWeâ€™ve been here three weeks on live television, and weâ€™ve taken off about a millimeter of top soil so farâ€¦â€ Thereâ€™s men with brushes and beardsâ€¦ maybe theyâ€™ve just got beards, Iâ€™m not sureâ€¦ â€œWe found this and carbon-dated it to last Tuesday, so weâ€™re very excitedâ€¦â€"
Eddie Izzard,"Father, bless me for I have sinned, I did an original sinâ€¦ I poked a badger with a spoon."
Eddie Izzard,Romance & Cigarettes.
Eddie Izzard,"Picasso, he should have been a taxidermist!â€œIâ€™ve done your dog. Itâ€™s got nine eyes down the side, I made his head all square, 15 legs. What do you think of that?â€â€œFido looks a bit weird.â€"
Eddie Izzard,"I am an evil giraffe, and I shall eat more leaves from this tree then prehaps I should, so that other giraffes may die"
Eddie Izzard,"So the American government lied to the Native Americans for many, many years, and then President Clinton lied about a relationship, and everyone was surprised! A little naive, I feel!"
Eddie Izzard,I'm a one-man idiot.
Eddie Izzard,MAC gave me 55 lipsticks to test. These are the same lipsticks I got caught stealing by the police when I was 15. How ironic.
Eddie Izzard,I like my coffee like I like my women. In a plastic cup.
Eddie Izzard,"I grew up in Europe, where the history comes from."
Eddie Izzard,"I wanna live 'til I die, no more, no less."
Eddie Izzard,They tend to come out a colour called 'Pants left in wash'
Eddie Izzard,Boy bands should be exploded from a great height. They're just pretty people singing music written by others.
Eddie Izzard,Never put a sock in a toaster.
Eddie Izzard,"If you've never seen an elephant ski, you've never been on acid."
Eddie Izzard,I'm an Action Transvestite
Eddie Izzard,"I'm an action transvestite really, so it's running, jumping, climbing trees... putting on make-up when you're up there!"
