author,quote,no_stopwords,lemmatized,stemmed
Bible Bible,"And she made him sleep upon her knees; and she called for a man, and she caused him to shave off the seven locks of his head; and she began to afflict him, and his strength went from him.",made sleep upon knees called man caused shave seven locks head began afflict strength went,make sleep upon knee call man cause shave seven lock head begin afflict strength go,make sleep upon knee call man caus shave seven lock head begin afflict strength go
Bible Bible,"This is he of whom I said, After me cometh a man which is preferred before me: for he was before me.",said cometh man preferred,say cometh man prefer,say cometh man prefer
Bible Bible,"When I say unto the wicked, O wicked man, thou shalt surely die; if thou dost not speak to warn the wicked from his way, that wicked man shall die in his iniquity; but his blood will I require at thine hand.",say wicked wicked man thou shalt surely die thou dost speak warn wicked way wicked man shall die iniquity blood require thine hand,say wicked wicked man thou shalt surely die thou dost speak warn wicked way wicked man shall die iniquity blood require thine hand,say wick wick man thou shalt sure die thou dost speak warn wick way wick man shall die iniqu blood requir thine hand
Bible Bible,There shall none of his meat be left; therefore shall no man look for his goods.,shall none meat left therefore shall man look goods,shall none meat leave therefore shall man look good,shall none meat leav therefor shall man look good
Bible Bible,"And when he was departed thence, he went into their synagogue: / And, behold, there was a man which had his hand withered. And they asked him, saying, Is it lawful to heal on the sabbath days? that they might accuse him.",departed thence went synagogue behold man hand withered asked saying lawful heal sabbath days might accuse,depart thence go synagogue behold man hand wither ask say lawful heal sabbath day might accuse,depart thenc go synagogu behold man hand wither ask say law heal sabbath day might accus
Bible Bible,"Every one had four faces apiece, and every one four wings; and the likeness of the hands of a man was under their wings.",Every one four faces apiece every one four wings likeness hands man wings,Every one four face apiece every one four wing liken hand man wing,everi one four face apiec everi one four wing liken hand man wing
Bible Bible,"And this I say, lest any man should beguile you with enticing words.",say lest man beguile enticing words,say l man beguile entice word,say l man beguil entic word
Bible Bible,For scarcely for a righteous man will one die: yet peradventure for a good man some would even dare to die.,scarcely righteous man one die yet peradventure good man would even dare die,scarcely righteous man one die yet peradventure good man would even dare die,scarc righteous man one die yet peradventur good man would even dare die
Bible Bible,"And they turned thitherward, and came to the house of the young man the Levite, even unto the house of Micah, and saluted him.",turned thitherward came house young man Levite even house Micah saluted,turn thitherward come house young man Levite even house Micah salute,turn thitherward come hous young man levit even hous micah salut
Bible Bible,"Then Zebah and Zalmunna said, Rise thou, and fall upon us: for as the man is, so is his strength. And Gideon arose, and slew Zebah and Zalmunna, and took away the ornaments that were on their camels' necks.",Zebah Zalmunna said Rise thou fall upon us man strength Gideon arose slew Zebah Zalmunna took away ornaments camels necks,Zebah Zalmunna say Rise thou fall upon u man strength Gideon arise slew Zebah Zalmunna take away ornament camel neck,zebah zalmunna say rise thou fall upon u man strength gideon aris slew zebah zalmunna take away ornament camel neck
Bible Bible,"But when the first came, they supposed that they should have received more; and they likewise received every man a penny.",first came supposed received likewise received every man penny,first come suppose receive likewise receive every man penny,first come suppos receiv likewis receiv everi man penni
Bible Bible,"All things are delivered unto me of my Father: and no man knoweth the Son, but the Father; neither knoweth any man the Father, save the Son, and he to whomsoever the Son will reveal him.",things delivered Father man knoweth Son Father neither knoweth man Father save Son whomsoever Son reveal,thing deliver Father man knoweth Son Father neither knoweth man Father save Son whomsoever Son reveal,thing deliv father man knoweth son father neither knoweth man father save son whomsoev son reveal
Bible Bible,"For ye suffer, if a man bring you into bondage, if a man devour you, if a man take of you, if a man exalt himself, if a man smite you on the face.",suffer man bring bondage man devour man take man exalt man smite face,suffer man bring bondage man devour man take man exalt man smite face,suffer man bring bondag man devour man take man exalt man smite face
Bible Bible,"And the man waxed great, and went forward, and grew until he became very great: / For he had possession of flocks, and possession of herds, and great store of servants: and the Philistines envied him.",man waxed great went forward grew became great possession flocks possession herds great store servants Philistines envied,man wax great go forward grow become great possession flock possession herd great store servant Philistines envy,man wax great go forward grow becom great possess flock possess herd great store servant philistin envi
Bible Bible,"Then saith he to the man, Stretch forth thine hand. And he stretched it forth; and it was restored whole, like as the other.",saith man Stretch forth thine hand stretched forth restored whole like,saith man Stretch forth thine hand stretch forth restore whole like,saith man stretch forth thine hand stretch forth restor whole like
Bible Bible,"If a man shall deliver unto his neighbour money or stuff to keep, and it be stolen out of the man's house; if the thief be found, let him pay double.",man shall deliver neighbour money stuff keep stolen man house thief found let pay double,man shall deliver neighbour money stuff keep steal man house thief find let pay double,man shall deliv neighbour money stuff keep steal man hous thief find let pay doubl
